T,L,Lg,Lt,Ls,Lb,S,Sg,St,Ss,Sb,M,Mg,Mt,Ms,Mb,R,Rg,Rt,Rs,Rb,A,Ag,At,As,Ab,E,Eg,Et,Es,Eb,V,Vg,Vt,Vs,Vb,J,Jg,Jt,Js,Jb,U,Ug,Ut,Us,Ub,K,Kg,Kt,Ks,Kb
20050912, 218.1014380631275, 5, 7, 12, 3, 252.69952069824356, 6, 12, 3, 11, 146.2294207827185, 1, 4, 12, 11, 350.9793543536296, 6, 3, 4, 7, 26.95763333079988, 5, 1, 1, 6, 141.3911678863459, 1, 4, 6, 2, 187.40656647132988, 4, 11, 11, 7, 176.96892550783508, 3, 5, 6, 12, 103.28452167152, 2, 7, 11, 6, 170.97935435362962, 3, 2, 4, 2
20050915, 221.71645015117585, 5, 7, 2, 3, 296.5847192992577, 7, 5, 6, 7, 149.15149647843677, 1, 1, 5, 1, 350.8204926282188, 6, 3, 4, 7, 27.666993847520377, 5, 1, 2, 6, 147.0726441615868, 1, 1, 1, 7, 190.87470006578806, 4, 11, 7, 3, 177.57357817002426, 3, 5, 6, 5, 103.59853751388853, 2, 7, 11, 7, 170.82049262821877, 3, 2, 4, 1
20050919, 226.3089126867403, 5, 7, 6, 5, 355.726912115045, 6, 3, 11, 4, 153.05494226434078, 3, 1, 7, 7, 350.6086769943447, 6, 3, 4, 6, 28.44458295537069, 5, 1, 5, 5, 154.46601918656748, 3, 1, 7, 5, 195.478288045091, 4, 11, 4, 4, 178.39080302632067, 3, 5, 7, 3, 104.0034848935353, 2, 7, 11, 3, 170.60867699434462, 3, 2, 4, 4
20050922, 229.5983763337275, 5, 3, 4, 4, 36.688927029388, 4, 1, 3, 6, 155.988153606734, 3, 1, 3, 2, 350.44981526894355, 6, 3, 4, 11, 28.894037846653184, 5, 1, 5, 3, 159.84779861894617, 3, 1, 4, 3, 198.9143197801687, 4, 11, 2, 3, 179.01124800984644, 3, 5, 7, 1, 104.29623503977827, 2, 7, 11, 4, 170.44981526894358, 3, 2, 4, 4
20050926, 233.79993448183083, 5, 3, 5, 3, 86.25304729920984, 3, 6, 12, 6, 159.90675186628008, 3, 1, 4, 12, 350.237999635082, 6, 3, 4, 11, 29.304565400926357, 5, 1, 11, 11, 166.7973225752484, 3, 2, 7, 1, 203.47145306802662, 4, 6, 7, 11, 179.8474659337114, 3, 5, 7, 6, 104.67099594546791, 2, 7, 11, 2, 170.23799963508202, 3, 2, 12, 7
20050929, 236.82692376170385, 5, 3, 6, 3, 121.85432771118963, 1, 12, 4, 11, 162.85151959129627, 3, 2, 11, 3, 350.07913790969127, 6, 3, 4, 5, 29.464633888884027, 5, 1, 11, 11, 171.8449759467491, 3, 2, 4, 6, 206.869542191064, 4, 6, 4, 4, 180.4806174004617, 4, 5, 3, 4, 104.93973659017468, 2, 7, 6, 6, 170.07913790969124, 3, 2, 12, 11
20051003, 240.71642951186914, 6, 12, 12, 3, 170.4077866757999, 3, 2, 12, 3, 166.78572686596522, 3, 2, 7, 1, 349.86732227584264, 6, 3, 4, 2,-29.473753720476545,-5, 1, 11, 11, 178.36927401639872, 3,-5, 7, 3, 211.37132863667506,-5, 6, 11, 11, 181.3317360491984, 4,-5, 3, 11, 105.28067107473704, 2, 7, 6, 7, 169.86732227584264, 3, 2, 12, 1
20051006, 243.5355837495588, 6, 12, 1, 12, 208.79728968984253, 4, 6, 1, 1, 169.74231278600612, 3, 2, 12, 4, 349.7084605504612, 6, 3, 4, 1,-29.324394642759852,-5, 1, 11, 11, 183.1178368087853, 4,-5, 4, 1, 214.72384615772575,-5, 7, 7,-5, 181.97453628508956, 4,-5, 12, 4, 105.52269469268437, 2, 7, 6, 3, 169.7084605504612, 3, 2, 12, 12
20051010, 247.1796274563749, 6, 12, 11, 1, 263.18730967511186, 6, 4, 7, 2, 173.69236769535777, 3,-5,-5, 7, 349.4966449166255, 6, 3, 4, 4,-28.916496230710123,-5, 1,-5, 3, 189.2680722968424, 4, 11, 6, 3, 219.1586106739594,-5, 7, 4, 11, 182.8364865977445, 4,-5, 4, 4, 105.82623726574994, 2, 7, 6, 4, 169.4966449166255, 3, 2, 3, 7
20051013, 249.83626229646111, 6, 12, 7, 3, 306.14909797469613, 7,-5, 2, 7, 176.66086611512534, 3,-5, 6, 3, 349.3377831912535, 6, 3, 4, 4,-28.45700592186204,-5, 1,-5,-5, 193.7492567976344, 4, 11, 3, 11, 222.4554965141944,-5, 7,-5, 7, 183.48588457220123, 4,-5, 4, 11, 106.03891459125278, 2, 7, 6, 4, 169.33778319125355, 3, 2, 3, 6
20051017, 253.2894102833299, 6, 12, 3, 7, 3.814775402435263,-5, 12, 2,-5, 180.62677924296233, 4,-5, 3, 4, 349.12596755743107, 6, 3, 12, 7,-27.64989448545783,-5, 1, 2, 11, 199.54736787958947, 4, 11,-5, 7, 226.8077863730523,-5, 3, 3, 3, 184.35459195978007, 4,-5, 4, 7, 106.30163842845312, 2, 7, 6,-5, 169.12596755743112, 3, 2, 3, 6
20051020, 255.8203531916474, 6, 4, 1, 6, 44.57644805910779, 4, 2, 6, 3, 183.6071104646461, 4,-5, 4, 11, 348.967105832069, 6, 3, 12, 11,-26.910278651869596,-5, 1, 1, 6, 203.75449261490488, 4, 6, 7, 6, 230.03568235522422,-5, 3, 4,-5, 185.00752168045142, 4,-5, 1,-5, 106.48247310214131, 2, 7, 6, 11, 168.967105832069, 3, 2, 3, 11
20051024, 259.1267240433547, 6, 4, 11, 3, 94.30396809680738, 2, 7, 7, 4, 187.58865728797855, 4, 11, 11, 3, 348.75529019825956, 6, 3, 12, 1,-25.769101271479084,-5, 4, 3, 7, 209.14519545396416, 4, 6, 1, 7, 234.28491795510985,-5, 3, 11, 11, 185.8788772846749, 4,-5, 2, 11, 106.70117194414068, 2, 3, 3, 3, 168.7552901982595, 3, 2, 3,-5
20051027, 261.56165642237096, 6, 4, 6,-5, 129.92665952350484, 1, 12, 7, 3, 190.58056359014287, 4, 11, 7, 7, 348.59642847290695, 6, 3, 12, 12,-24.818039015496403,-5, 4, 3, 2, 212.98634691386408,-5, 6, 11, 1, 237.4259844578893,-5, 3, 6, 2, 186.5322364365297, 4,-5, 2, 4, 106.84786890766904, 2, 3, 3, 3, 168.59642847290692, 3, 2, 3, 2
20051031, 264.75674867348914, 6, 4, 3, 1, 178.98496323054937, 3,-5, 7, 4, 194.5772809564036, 4, 11, 12, 4, 348.38461283911, 6, 3, 3, 7,-23.460031702275984,-5, 4, 7, 11, 217.7441719161703,-5, 7, 12, 11, 241.5446057577247, 6, 12, 4,-5, 187.40206905347685, 4, 11, 11, 7, 107.01965769803174, 2, 3, 3, 12, 168.38461283911002, 3, 2, 3, 4
20051103, 267.11953312542323, 6, 1, 1, 3, 218.50003932532678,-5, 7, 4, 1, 197.58032541509502, 4, 11, 1, 11, 348.2257511137674, 6, 3, 3, 6,-22.402416204473838,-5, 4, 7, 3, 220.93480087689701,-5, 7, 1, 4, 244.5748859228844, 6, 12, 2, 4, 188.0526983397968, 4, 11, 11, 4, 107.13020574651317, 2, 3, 3, 4, 168.2257511137674, 3, 2, 3, 4
20051107, 270.2318771017615, 7, 1, 11, 3, 274.14168639362015, 7, 1, 7, 1, 201.59151203660298, 4, 6, 6, 11, 348.0139354799834, 6, 3, 3, 6,-20.98409424666868,-5, 4, 6, 12, 224.44055110518195,-5, 7, 11, 4, 248.52577603064822, 6, 12, 6, 4, 188.91674754256792, 4, 11, 6, 7, 107.25263991587359, 2, 3, 3, 4, 168.0139354799834, 3, 2, 3, 3
20051110, 272.5416879159087, 7, 1, 6, 2, 316.59757432503085, 7, 11, 4, 6, 204.6050805174785, 4, 6, 3, 1, 347.85507375465016, 6, 3, 3, 11,-19.94426115647548,-5, 4, 11, 2, 226.25483010641327,-5, 7, 6, 2, 251.41291267974935, 6, 12, 7, 6, 189.56141112285468, 4, 11, 6, 4, 107.32540775796495, 2, 3, 3, 4, 167.85507375465014, 3, 2, 3, 3
20051114, 275.59419832014345, 7, 1,-3, 4, 12.473217746664304,-5, 12,-3,-5, 208.62980188164707, 4, 6, 4,-3, 347.64325812087947, 6,-3,-3,-5,-18.63132602230244,-5, 4, 11, 6,-227.06980091014725,-5,-3,-3, 4, 255.14579518105973, 6, 4, 4,-3, 190.41530211910748, 4, 11, 6, 11, 107.39661935531412, 2,-3,-3, 1, 167.6432581208794,-3, 2, 7, 6
20051117, 277.86642103196385, 7, 1, 4, 4, 52.500605413015414, 4, 2, 4,-3, 211.65310846607076,-5, 6, 11, 6, 347.48439639555625, 6,-3,-3, 2,-17.727097571768947,-5, 4,-5,-3,-226.08782157337146,-5, 7, 6, 1, 257.84584212698616, 6, 4,-5, 12, 191.05066956424022, 4, 11, 7,-3, 107.43046302118697, 2,-3,-3, 1, 167.48439639555627,-3, 2, 7, 11
20051121, 280.877451742654, 7, 2, 2, 4, 102.11970815842639, 2, 7,-5,-5, 215.6902064552076,-5, 7,-3,-3, 347.27258076179845, 6,-3,-3, 4,-16.659879266954004,-5, 4, 2, 6,-222.43217722856673,-5, 7,-5, 7, 261.29228038557363, 6, 4, 6, 1, 191.88989039114585, 4, 11, 7,-5, 107.44930957110483, 2,-3,-3, 1, 167.2725807617985,-3, 2, 7, 11
20051124, 283.12437416578496,-7, 2, 11, 12, 137.71160070624342, 1, 4,-5,-7, 218.72230247195995,-5,-7, 4, 2, 347.1137190364846, 6,-3,-3, 4,-15.97981580087334,-5, 4, 1,-3,-218.48122682389678,-5,-7, 4, 4, 263.74533172870537, 6, 4,-7, 6, 192.5125206517822, 4, 11,-7, 6,-107.44368704337873, 2,-3,-3, 1, 167.1137190364846,-3, 2,-7,-5
20051128, 286.108520168875,-7, 2,-7,-3, 186.98120798977052, 4, 11, 11, 6, 222.77040984803128,-5,-7,-5, 4, 346.9019034027397, 6,-3,-3,-3,-15.250732257822184,-5, 4, 4,-3,-213.55845845448644,-5,-7,-7,-7, 266.81203521130817, 6, 1, 1, 11, 193.33240244804753, 4, 11,-3, 1,-107.4099061204598, 2,-3,-3, 1, 166.90190340273975,-3, 2,-7, 2
20051201, 288.3398541097887,-7, 2,-3, 4, 227.46092382977864,-5,-3,-3, 2, 225.81019656694755,-5,-7, 6, 4, 346.7430416774356, 6,-3,-3,-3,-14.8443450706106,-5, 4, 4,-7,-211.39539596188996,-5, 6, 11, 11, 268.9365977445981, 6, 1,-5,-3, 193.9387304640725, 4, 11,-3, 6,-107.36499273357495, 2,-3,-3, 1, 166.74304167743557,-3, 2,-7, 4
20051205, 291.30855496884317,-7, 2, 4, 11, 284.8692876574246,-7, 2, 6, 4, 229.86775630985892,-5, 3, 4, 2, 346.5312260437033, 6,-7, 6, 11,-14.49436839662875,-5, 4, 4, 6, 211.12183179134215,-5, 6,-5, 4, 271.4973734738188,-7, 1, 6,-7, 194.7344317763679, 4, 11, 12,-5,-107.2793520006548, 2, 3, 3, 4, 166.5312260437033, 3, 2,-7, 4
20051208, 293.5318289148289,-7,-5,-5, 6, 327.5009970504249,-7, 6, 4, 11, 232.91400122007832,-5, 3, 2, 3, 346.3723643184095, 6,-7, 6,-5,-14.37559478374853,-5, 4, 4, 11, 212.57204241237525,-5, 6, 11, 12, 273.18435028723707,-7, 1,-7,-7, 195.32075855242337, 4, 11, 4, 4,-107.19614769113488, 2, 3, 3, 4, 166.3723643184095, 3, 2,-7, 12
20051212, 296.4938250801049,-7, 5, 6,-7, 21.933131177133507, 5, 4,-7,-7, 236.97929052010127, 5, 3, 6, 12, 346.1605486846902, 6,-7, 6, 2, 14.404704383277263, 5, 4, 4, 11, 216.01932150203376, 5,-7, 3, 4, 275.0733769909905,-7, 1,-7, 6, 196.08725494556833, 4, 11, 4, 11,-107.06057696388132, 2, 3, 3, 4, 166.16054868469016, 3, 2,-7, 3
20051215, 298.7146839236242,-7, 5,-7, 4, 60.90850393801466, 3, 5, 3, 2, 240.03064696959234, 5, 12, 12, 12, 346.0016869594058, 6,-7, 6, 4, 14.562357680876639, 5, 4, 4, 6, 219.34765862686567, 5,-7, 4, 6, 276.18356689715097,-7, 1, 3, 11, 196.64974219135576, 4, 11, 4,-7,-106.94099425609069, 2, 3, 3, 12, 166.00168695940582, 3, 2,-7, 3
20051219, 301.676370381903,-7, 5, 3,-7, 110.05713024024891, 2, 3, 4, 5, 244.10180547689367, 6, 12, 2, 6, 345.7898713256993, 6,-7, 6, 4, 14.944667827870289, 5, 4, 4,-7, 224.38738921554827, 5,-7, 11, 4, 277.1993726324524,-7, 1, 12, 1, 197.38182285373728, 4, 11, 4, 12,-106.75868367464993, 2, 3, 3, 3, 165.7898713256993, 3, 2,-7,-7
20051222, 303.8988128199675,-7, 5, 4, 6, 145.56301509563076, 1, 4, 3, 6, 247.15683530131224, 6, 12, 11, 4, 345.6310096004243, 6,-7, 6, 3, 15.353495570467551, 5, 4, 4, 3, 228.45479140080562, 5, 3, 3,-7, 277.5761424151463,-7, 1, 12,-7, 197.9164936499002, 4, 11, 1, 3,-106.60560390803452, 2,-7, 6, 11, 165.6310096004243, 3, 2, 6, 11
20051226, 306.86452735367357,-7, 11, 11, 11, 194.7151240382286,-4, 11, 12, 2, 251.23189704075043, 6, 12,-7, 6, 345.4191939667311, 6,-7, 6, 3, 16.05049932040089, 5,-4, 1, 3, 234.11853291693654, 5, 3, 11, 11,-277.52029432341635,-7, 1, 12, 6, 198.60876723234753,-4, 11, 2,-7,-106.38105132570234, 2,-7, 6, 5, 165.41919396673106, 3, 2, 6, 11
20051229, 309.0911063087768,-7, 11, 6,-7, 235.62017546063032, 5, 3, 11,-4, 254.28909566905938, 6,-4,-4, 11, 345.26033224146613, 6,-7, 6,-7, 16.679603366988754, 5,-4, 2, 6, 238.49117126586287, 5, 3,-7, 3,-277.0425300604683,-7, 1, 12, 12, 199.11151464236914,-4, 11, 2,-4,-106.19833670164238, 2,-7, 6, 2, 165.2603322414661, 3, 2, 6, 2
20060102, 312.0467161386678,-7, 11,-7, 11, 294.6570506126092,-7, 5, 11, 6, 258.3493571845642, 6,-4, 11, 11, 345.0318499411192, 6,-7, 6, 6, 17.632557280211955, 5,-4, 5,-7, 244.426959401094, 6, 12, 2, 3,-275.81605327320466,-7, 1, 3, 1, 199.74176058148402,-4, 11, 5, 12,-105.92066209463295, 2,-7, 6,-4, 165.03184994111922, 3, 2, 6,-4
20060105, 314.2787225774929,-7, 11, 3,-7, 338.09693846632507, 6,-7, 12, 3, 261.40718058595485, 6,-4, 6, 2, 344.87298821586353, 6,-7, 11, 5, 18.45062740222765, 5,-4, 11, 6, 248.96878661423554, 6, 12, 6, 5,-274.5172720294803,-7, 1,-7, 11, 200.20836668830225,-4, 6, 6, 6,-105.7131131970889, 2,-7, 6, 12, 164.87298821586353, 3, 2, 6,-4
20060109, 317.25853333411277,-7, 11,-4, 3, 31.897370426214522,-4, 1, 6, 3, 265.48390439912043, 6,-4, 3, 6, 344.66117258219623, 6,-7, 11, 2, 19.652381531237378, 5,-4, 11,-4, 255.12137058947025, 6,-4,-4, 3,-272.37721969953714,-7, 1, 6,-4, 200.80423573631737,-4, 6, 6, 12,-105.42262883678916, 2,-7, 6, 3, 164.66117258219623, 3, 2, 6, 12
20060112, 319.49617903255177,-7, 11, 5,-7, 69.8923645494793, 3, 11, 6, 1, 268.54079714174276, 6, 1, 5, 11, 344.5023108569503, 6,-7, 11,-4, 20.630424075137324, 5,-4, 6, 3, 259.81022884489886, 6,-4, 11, 1,-270.58153926863514,-7, 1, 11,-4, 201.23040422443938,-4, 6, 6, 1,-105.19588162088225, 2,-7, 6,-7, 164.50231085695023, 3, 2, 6, 3
20060116, 322.48318355611093,-7, 6,-7, 12, 118.35940354736877, 2, 3,-7, 3, 272.6152495067385,-7, 1, 6, 2, 344.2904952232956, 6,-7, 11,-4, 22.02785550315005, 5,-4,-7,-7, 266.16959908129445, 6,-4, 12, 5,-268.14087066797777, 6, 1, 2, 12, 201.7694728004329,-4, 6, 6, 11,-104.88391397036406, 2,-7, 11, 5, 164.29049522329566, 3, 2, 6,-7
20060119, 324.72579349077597,-7, 6, 3, 2, 153.79392415260475, 3, 1,-7,-4, 275.66967313958247,-7, 1, 3,-4, 344.13163349805995, 6,-7, 11, 12, 23.140313808676588, 5,-4,-7, 2, 271.0276401467861,-7, 1, 11, 2,-266.4230287382878, 6,-4, 12, 6, 202.1508788863317,-4, 6,-7, 3,-104.64427657460736, 2,-7, 11, 2, 164.13163349806, 3, 2, 6,-7
20060123, 327.71860475041586,-7, 6,-4, 6, 202.7499204875264,-4, 6,-7,-4, 279.7398283585754,-7, 1,-4, 3, 343.9198178644182, 6,-7, 11, 3, 24.70179574199918, 5,-4, 3, 1, 277.63555698305896,-7, 1, 12,-7,-264.47332941784526, 6,-4, 3,-4, 202.62739609232045,-4, 6,-7,-4,-104.3195786492311, 2,-7, 11,-4, 163.91981786441815, 3, 2, 6, 6
20060126, 329.96482487626713,-7, 6, 2,-7, 243.48523378230527, 6, 12, 1, 3, 282.7902893122419,-7, 2, 11, 3, 343.760956139192, 6,-7, 11,-7, 25.926771018188678, 5,-4, 12, 12, 282.69683096940213,-7, 2, 11,-7,-263.36282822677407, 6,-4,-7, 5, 202.95975823875585,-4, 6,-7, 1,-104.07381591921012, 2,-7, 11, 12, 163.760956139192, 3, 2, 11, 2
20060130, 332.9612974639321, 6, 6, 11, 1, 303.31439641142595,-7, 5,-4, 2, 286.8541995484028,-7, 2,-7, 1, 343.5491405055632, 6,-7, 11,-7, 27.625451391920446, 5, 1, 2, 11, 289.590818650282,-7, 2, 3,-7,-262.43379945738184, 6,-4,-7, 3, 203.36809178862447,-4, 6,-7, 11,-103.74558567500668, 2,-7, 11,-7, 163.54914050556314, 3, 2, 11, 1
20060202, 335.20931888297406, 6,-7,-7, 6, 347.7629750729486, 6, 3, 3, 11, 289.89927577431007,-7, 2, 12, 2, 343.39027878034625, 6,-7, 11, 6, 28.944482350808983, 5, 1, 5, 12, 294.86607936393864,-7, 5, 11,-7,-262.1706755518326, 6,-4,-7,-7, 203.64727006537754,-4, 6,-7, 6,-103.5006666221536, 2,-7, 11,-7, 163.39027878034622, 3, 2, 11,-4
20060206, 338.20685750694236, 6,-7, 4, 4, 41.79631432605717, 4, 2, 5, 1, 293.9551053602941,-7, 5, 5, 4, 343.1784631467307, 6,-7, 11, 11, 30.757841311933618, 4, 1, 11, 4, 302.00856479361624,-7, 5, 12, 4, 262.38717150893547, 6, 4,-7, 3, 203.98205769005853, 4, 6, 3, 3,-103.1781957831355, 2,-7, 11, 11, 163.17846314673065, 3, 2, 11, 4
20060210, 341.2037774835138, 6,-7, 2, 11, 91.30021899565422, 2, 6, 5, 2, 298.0055472665202,-7, 5,-7,-7, 342.96664751312215, 6,-7, 11, 11, 32.62809074013927, 4, 1, 6, 2, 309.1868595041338,-7, 11, 6, 3, 263.20870215373213, 6, 4,-7, 2, 204.27258144718164, 4, 6, 3, 4,-102.86310057296488, 2,-7, 5, 2, 162.96664751312215, 3, 2, 11, 3
20060213, 343.4505356673276, 6,-7, 11, 6, 127.04410531864666, 1, 12, 11, 4, 301.03952768098645,-7, 5, 3, 5, 342.80778578792115, 6,-7, 5, 1, 34.064782203235566, 4, 1,-7, 4, 314.48013035805576,-7, 11, 12, 12, 264.1838504619533, 6, 4, 3, 3, 204.46052934265165, 4, 6, 3, 4,-102.63334138815976, 2,-7, 5, 12, 162.80778578792115, 3, 2, 11, 3
20060216, 345.69610746781075, 6,-7, 6, 12, 162.52282371007894, 3, 2, 11,-7, 304.06997512195954,-7, 5, 4, 6, 342.64892406272367, 6,-7, 5, 12, 35.528257232500565, 4, 1, 3, 4, 319.5425288767701,-7, 11, 5,-7, 265.43444589475644, 6, 4, 3, 6, 204.62217124265013, 4, 6, 3, 1,-102.41049636106456, 2,-7, 5,-7, 162.6489240627236, 3, 2, 11,-7
20060220, 348.6878085407944, 6, 3, 12, 4, 211.5557661292278, 5, 6, 11, 11, 308.1047375272957,-7, 11, 11, 4, 342.4371084291336, 6,-7, 5,-7, 37.51787317043873, 4, 1, 12, 6, 325.56890943820923,-7, 6, 3,-7, 267.4811193783345, 6, 1, 2, 5, 204.795890734797, 4, 6, 3, 2,-102.12603195208445, 2,-7, 5, 5, 162.43710842913367, 3, 2, 11, 6
20060223, 350.9294266523643, 6, 3, 4,-7, 251.87809257928566, 6, 12, 3, 4, 311.1261964351383,-7, 11,-7, 12, 342.2782467039462, 6,-7, 5, 6, 39.036520611175476, 4, 1, 4, 6, 329.19639944384863,-7, 6, 1,-7, 269.2660230654887, 6, 1, 11, 11, 204.89425650414, 4, 6, 3, 5,-101.92353178276882, 2,-7, 2, 4, 162.2782467039462, 3, 2, 11, 6
20060227, 353.91494203587365, 6, 3, 5, 4, 311.32347363640775,-7, 11,-7, 4, 315.1483371481969,-7, 11, 12, 3, 342.06643107036905, 6,-7, 2, 1, 41.093557509146706, 4, 2, 2, 1, 332.30409779600467, 6, 6, 11, 3, 271.93357594806866,-7, 1, 6, 3, 204.98217188358282, 4, 6, 3, 11,-101.6698400157396, 2,-7, 2, 3, 162.06643107036908, 3, 2, 11, 11
20060302, 356.33205658296947, 6,-3, 6, 6, 359.86720058422645, 6,-3,-7, 6, 318.40312969159964,-7, 11, 2, 11, 341.89472802240346, 6,-7, 2, 4, 42.78584551924442, 4, 2, 11,-3,-333.0616000535464, 6, 6, 11, 2, 274.306023128074,-7, 1,-7, 2, 205.0167961823451, 4, 6,-3, 11,-101.47919117530824, 2,-7, 2,-7, 161.89472802240346,-3, 2, 11, 11
20060306, 359.3099410035186,-6,-3,-7, 5, 54.18956693027813, 4, 5, 11, 11, 322.4110405125468,-7,-6,-7,-3, 341.6829123888397,-6,-7, 2,-3, 44.901389956675615, 4, 2,-6, 4,-331.76908941767573,-6,-6, 11,-6, 277.4552214294376,-7, 1, 12,-6,-205.01402504671253, 4,-6,-3, 11,-101.2641284320193, 2,-7, 2, 11, 161.6829123888397,-3, 2, 5, 4
20060309, 1.54051137050498, 5, 12, 4, 5, 91.23952862995112, 2,-6, 5, 1, 325.4115540499158,-7,-6,-3,-6, 341.524050663672,-6,-7, 2,-7, 46.50666824357872, 4, 2,-7, 4,-329.502978860162,-7,-6, 2, 2, 279.95763264670654,-7, 1, 4, 12,-204.97895789315015, 4,-6,-3, 11,-101.11837357154832, 2,-7, 2, 5, 161.52405066367194,-3, 2, 5,-3
20060313, 4.510974217999909, 5, 12, 2, 12, 138.6930879044196, 1, 4, 11,-7, 329.40481232267234,-7,-6, 1, 4, 341.3122350301212,-6,-7, 2, 11, 48.66976711561366, 4, 2,-3, 2,-325.6852965822812,-7,-6,-3,-7, 283.4560622166326,-7, 2, 11, 4,-204.8884579461572, 4,-6,-3, 5,-100.94595314111153, 2,-7, 1, 4, 161.31223503012126,-3, 2, 5,-6
20060316, 6.736335468924526, 5, 12, 11, 12, 174.45439581646076,-3, 5, 11,-6, 332.3940707219296,-6,-6, 11,-3, 341.15337330496345,-6,-7, 2, 5, 50.30783447840169, 4, 2, 12,-7,-322.96957313749544,-7,-6,-7, 1, 286.18642770393933,-7, 2,-7,-3,-204.78813432038663, 4,-6,-3, 2,-100.83377890725642, 2,-7, 1,-3, 161.1533733049635,-3, 2, 5, 5
20060320, 9.700722334178494, 5, 12,-7,-3, 224.2669650558416, 5,-7, 11, 4, 336.37203005738286,-6,-7,-3, 2, 340.9415576714256,-6,-7, 1, 4, 52.511175868612625, 4, 2, 4,-3,-320.37045302272605,-7,-6,-6,-7, 289.95029149460817,-7, 2, 12, 5,-204.61193909087896, 4,-6,-3, 1,-100.7079310030193, 2,-7, 1,-7, 160.94155767142553,-3, 2, 2, 4
20060323, 11.922468613340271, 5, 12,-3, 4, 264.65745392808367,-6, 4,-3, 4, 339.3496378532204,-6,-7, 4,-6, 340.78269594627693,-6,-7, 1,-3, 54.177041468530064, 4, 5, 11, 11,-319.44477414467053,-7, 11, 5,-6, 292.85480586241033,-7, 2, 1, 11,-204.448761371427, 4,-6,-3, 4,-100.63181087320756, 2,-7, 1,-6, 160.78269594627693,-3, 2, 2,-3
20060327, 14.883748210652577, 5, 4, 4,-7, 323.2273335376596,-7,-6,-7, 5, 343.31189049045145,-6,-7, 11,-6, 340.57088031275225,-6,-7, 1,-6, 56.41456838160441, 4, 5,-6,-7, 319.5971387565006,-7, 11, 5,-7, 296.8225584539095,-7, 5,-6, 3,-204.19131936976794, 4,-6, 3, 12,-100.55521474974819, 2,-7, 1, 11, 160.5708803127522, 3, 2, 2,-7
20060330, 17.104781640271646, 5, 4, 2, 4, 7.892396355415143, 5, 12,-6,-7, 346.277631416878,-6,-7,-6, 2, 340.4120185876133,-6,-7, 1, 2, 58.10410059403286, 4, 5,-7,-7, 320.6424852294964,-7,-6,-6, 3, 299.86160229762027,-7, 5,-7,-6,-203.96960005028518, 4,-6, 3, 3,-100.51670798900665, 2,-7, 1, 11, 160.4120185876133, 3, 2, 2,-6
20060403, 20.067788990091906, 5, 4, 11, 5, 62.741898781998934, 3, 5, 4, 4, 350.224007748066,-6, 3, 4, 11, 340.2002029541016,-6,-7, 4, 3, 60.37080334334402, 3, 5, 3, 12, 323.0715631365005,-7,-6,-7, 2, 303.98774652099695,-7, 5, 4,-6,-203.63800665454443, 4,-6,-7,-6,-100.49086842787946, 2,-7, 1, 11, 160.2002029541016, 3, 2, 2, 11
20060406, 22.292506038324326, 5, 4, 7, 3, 99.88738439486387, 2, 7, 4, 7, 353.1778428698044,-6, 3, 2, 4, 340.0413412289726,-6, 7, 4, 3, 62.08058904900116, 3, 5, 12, 1, 325.5396732280262, 7,-6, 3, 7, 307.1318900204804, 7, 11, 11,-6,-203.36409160307082, 4,-6, 7, 11, 100.49069379843817, 2, 7, 1, 11, 160.04134122897264, 3, 2, 2, 2
20060410, 25.26420212342758, 5, 4, 3, 11, 147.27748861587824, 1, 1, 1, 4, 357.10840705158637,-6, 3,-6, 4, 339.82952559547385,-6, 7, 4, 7, 64.37233556963723, 3, 5, 4, 7, 329.538051488864, 7,-6, 2, 5, 311.38245112393327, 7, 11, 7, 4,-202.96817117723768, 4,-6, 7, 1, 100.51605678865258, 2, 7, 1, 11, 159.82952559547388, 3, 1, 4, 3
20060413, 27.49870128694517, 5,-1, 2, 11, 183.4544765277919, 4, 5, 4, 5,-0.05047013594952432, 5, 12, 12, 4, 339.6706638703543,-6, 7, 4, 7, 66.09956503633043, 3, 5, 2, 7, 332.9885257524388,-6,-6, 11,-1, 314.60959480149285, 7, 11, 12, 4,-202.65043034704055, 4,-6, 7, 4, 100.55418944447888, 2, 7,-1, 11, 159.67066387035428, 3,-1, 4, 3
20060417, 30.488474760344957, 4, 1, 11, 12, 234.3366164538328, 5, 3, 11, 11, 3.9655122675240646, 5, 12, 2, 11, 339.45884823686816,-6, 7, 4,-6, 68.41296186048086, 3, 11, 11, 2, 338.108707087914,-6, 7, 12, 3, 318.95891917581275, 7, 11, 2, 12,-202.20261800572325, 4,-6, 7, 3, 100.63028084460375, 2, 7, 1,-6, 159.45884823686822, 3, 1, 4, 7
20060420, 32.740807176246406, 4, 1,-6, 11, 274.95674028445217, 7, 1, 7,-6, 6.896102771003659, 5, 12, 11, 4, 339.29998651175856,-6, 7, 4,-6, 70.1553342579856, 3, 11,-6, 5, 342.3006911950835,-6, 7, 5,-6, 322.25228522774614, 7,-6, 7, 3,-201.85127175078827, 4,-6, 7, 7, 100.70606089180035, 2, 7, 1, 7, 159.2999865117585, 3, 1, 4, 7
