T,L,Lg,Lt,Ls,Lb,S,Sg,St,Ss,Sb,M,Mg,Mt,Ms,Mb,R,Rg,Rt,Rs,Rb,A,Ag,At,As,Ab,E,Eg,Et,Es,Eb,V,Vg,Vt,Vs,Vb,J,Jg,Jt,Js,Jb,U,Ug,Ut,Us,Ub,K,Kg,Kt,Ks,Kb
20131111, 273.2087511995591, 7, 1, 7, 7, 314.10924364485254, 7, 11, 3,-6, 205.5106141130714, 4,-6, 3, 7, 192.9739785808371, 4, 11, 3, 4, 141.8966443530955, 1, 4, 7, 7, 188.60425786147346, 4, 11, 11, 5, 252.04915647655088,-6, 12, 3, 4,-86.48584465841219, 3,-6, 12, 3, 200.90949738783888, 4,-6,-6, 4, 12.973978580837134, 5, 12, 3,-6
20131114, 275.49543960456543, 7, 1, 3, 4, 354.1340942149975,-6, 3, 11, 11, 208.52965200861283, 4,-6, 4, 3, 192.8151168595573, 4, 11, 3, 3, 143.581184978627, 1, 4, 7, 11, 189.79681050164015, 4, 11,-6, 4, 254.76343138436096,-6, 4, 4, 7,-86.42547887730694, 3,-6, 12, 7, 201.26842087121165, 4,-6,-6, 2, 12.815116859557293, 5, 12, 3,-6
20131118, 278.5222951613952, 7, 1, 4, 5, 44.50717687201984, 4, 2,-6, 3, 212.5613425162856, 5,-6, 11, 12, 192.60330123119036, 4, 11, 3, 3, 145.80530039009852, 1, 4, 3, 7, 193.2341967101379, 4, 11, 3, 4, 258.2326615185692,-6, 4, 11, 11,-86.29851914398408, 3,-6, 12,-6, 201.74472337752923, 4,-6,-6, 11, 12.603301231190368, 5, 12, 3, 11
20131121, 280.77876061702904, 7, 2, 2, 3, 80.58445685311025, 3,-6,-6, 3, 215.58961243037734, 5, 7, 3, 3, 192.44443950991993, 4, 11, 7,-6, 147.45605014490198, 1, 1, 2, 5, 196.7243619538258, 4, 11, 4, 7, 260.70613182801856,-6, 4,-6, 3,-86.16885806177203, 3,-6, 12, 11, 202.09958398883322, 4,-6, 7, 7, 12.444439509919938, 5, 12, 3, 5
20131125, 283.7728949600817, 7, 2, 11, 5, 128.31571136130123, 1, 12,-6, 3, 219.63294730650466, 5, 7, 4, 7, 192.23262388156655, 4, 11, 7, 11, 149.63252192492934, 1, 1, 11,-6, 202.08136385809638, 4,-6, 7, 7, 263.80526126946705,-6, 4, 7,-6,-85.95103491876252, 3,-6, 12, 4, 202.56858958785887, 4,-6, 7, 4, 12.232623881566568, 5, 12, 3, 2
20131128, 286.00989768922483, 7, 2, 7, 3, 166.16020865012436, 3, 2, 7, 3, 222.6694161628458, 5, 7, 5, 4, 192.07376216030585, 4, 11, 7, 11, 151.24543018531782, 3, 1,-6,-6, 206.40381889923893, 4,-6, 12, 7, 265.958630120405,-6, 4, 12, 4,-85.75490240714788, 3,-6, 3, 7, 202.91656178452087, 4,-6, 7, 1, 12.073762160305836, 5, 12, 3, 4
20131202, 288.9840383418408, 7, 2, 3, 11, 222.2601895307508, 5, 7, 5, 11, 226.7229210425012, 5, 3, 3, 3, 191.86194653196512, 4, 11, 7, 5, 153.3683687405546, 3, 1, 7, 3, 212.38024400933472, 5,-6, 11, 3, 268.56473303976463,-6, 1, 5, 11,-85.45150813173935, 3,-6, 3,-6, 203.374488022155, 4,-6, 7, 11, 11.861946531965113, 5, 12, 3, 4
20131205, 291.21000051639083, 7, 2, 4, 5, 267.2106947997832,-6, 1, 1, 12, 229.76641429143646, 5, 3, 4, 1, 191.70308481071407, 4, 11, 7, 2, 154.93862110784463, 3, 1, 7,-6, 216.94899868598677, 5, 7, 3,-6, 270.291556473328, 7, 1, 11, 3,-85.19407611315872, 3,-6, 3, 11, 203.71272593798096, 4,-6, 7,-6, 11.703084810714074, 5, 12, 3, 3
20131209, 294.1739955553478, 7, 5, 11, 11, 324.5869003150846, 7,-6, 3, 1, 233.82843775712547, 5, 3, 5, 3, 191.49126918238622, 4, 11, 7, 4, 157.00102806247136, 3, 1, 12, 12, 223.0992884899592, 5, 7, 11, 11, 272.24242796943463, 7, 1,-6, 4,-84.8136684681028, 3,-6, 3, 2, 204.1557702268803, 4,-6, 3, 3, 11.491269182386223, 5, 12, 3, 3
20131212, 296.3953367453328, 7, 5,-6, 7, 3.934791567660895, 5, 12, 2, 11, 236.87765754202042, 5, 3,-6, 3, 191.3324074611449, 4, 11, 7, 4, 158.5229041025089, 3, 1, 4, 5, 227.73825236159473, 5, 3, 3, 11, 273.40601523486293, 7, 1, 7, 3,-84.50261995208533, 3,-6, 3, 4, 204.48141898339094, 4,-6, 3, 4, 11.332407461144882, 5, 12, 7,-6
20131216, 299.3565474229025, 7, 5, 7, 5, 53.22559039399968, 4, 2, 1, 4, 240.9463975212803,-6, 12, 4, 4, 191.1205918328297, 4, 11, 7, 12, 160.5164631074524, 3, 2, 2, 7, 233.9503464961881, 5, 3, 5, 4, 274.5025734267195, 7, 1, 7, 5,-84.0571193099016, 3,-6, 3, 3, 204.9057762335758, 4,-6, 3, 5, 11.120591832829675, 5, 12, 7, 11
20131219, 301.57794527687895, 7, 5, 3,-6, 89.05008613449172, 3,-6, 1,-6, 243.9999440180663,-6, 12, 2,-6, 190.96173011159868, 4, 11, 7, 3, 161.98316355093985, 3, 2, 11, 11, 238.63119702199117, 5, 3, 7, 12, 274.94660285165344, 7, 1, 7,-6,-83.70261729594266, 3,-6, 7,-6, 205.21598725243024, 4,-6, 3, 11, 10.961730111598655, 5, 12, 7, 11
20131223, 304.5415581647979, 7, 5,-4, 3, 136.75854569847513, 1,-4, 2, 7, 248.07347813347565,-6, 12,-6, 7, 190.74991448329638,-4, 11, 7, 7, 163.89798681320676, 3, 2,-6,-6, 244.90982220741603,-6, 12, 5, 11,-274.9872034655802, 7, 1, 7,-6,-83.20711027401816, 3,-6, 7, 5, 205.6178733371711,-4,-6, 3, 7, 10.749914483296376, 5, 12, 7, 5
20131226, 306.7661618871349, 7, 11, 11, 11, 174.31441864407333, 3, 5, 11, 11, 251.1298736122313,-6, 12, 7, 11, 190.59105276207478,-4, 11, 7, 7, 165.30142493969544, 3, 2,-6, 5, 249.6548996859607,-6, 12, 7, 7,-274.58397621937416, 7, 1, 7, 11,-82.82152689970744, 3,-6, 7,-4, 205.90982440727254,-4,-6, 12,-4, 10.59105276207477, 5, 12, 7, 2
20131230, 309.73545384725037, 7, 11,-6,-4, 230.14010995133674, 5, 3,-4, 11, 255.20619279143287,-6,-4,-4, 3, 190.3792371337854,-4, 11,-6, 11, 167.12574882472651, 3, 2, 7, 5, 256.0424568253773,-6,-4, 1, 3,-273.46976850803253, 7, 1, 7, 3,-82.29373660003965, 3,-6, 7, 3, 206.28550647456257,-4,-6, 12,-6, 10.37923713378542, 5, 12, 7,-4
20140103, 312.69214476679934, 7, 11, 3, 3, 290.9513518608069, 7, 2,-4, 2, 259.2665136987498,-6,-4, 11, 3, 190.1507548388371,-4, 11,-6, 5, 168.87556666584666, 3, 2, 3, 11, 262.49574179603803,-6,-4, 7, 3,-271.73815967745617, 7, 1,-6, 7,-81.73952098085225, 3,-6,-6, 11, 206.62790476763578,-4,-6,-4,-4, 10.150754838837077, 5, 12, 7,-4
20140106, 314.9249889591248, 7, 11, 12,-6, 334.252813270857,-6, 7, 7,-4, 262.3242856415892,-6,-4, 7, 3, 189.99189311763035,-4, 11,-6, 2, 170.159460506287, 3, 2, 12,-6, 267.4076294512413,-6, 1, 2, 2,-270.1385263741454, 7, 1, 11, 3,-81.33390544743511, 3,-6,-6, 2, 206.885595295011,-4,-6,-4,-4, 9.991893117630365, 5, 12, 7, 12
20140109, 317.16027485692257, 7, 11,-4, 3, 13.541945148778673, 5,-4,-4,-4, 265.38176672086297,-6,-4, 3,-6, 189.83303139642817,-4, 11,-6,-4, 171.40567869013478, 3, 2,-4, 11, 272.36970255302606, 7, 1,-6,-4,-268.36645825792954,-6, 1, 2,-4,-80.92929535247389, 3,-6,-6,-4, 207.13279944698883,-4,-6,-4, 2, 9.833031396428154, 5, 12, 7, 3
20140113, 320.14433899445197, 7,-6,-6,-6, 62.185519696574744, 3, 5, 12, 5, 269.4574635381241,-6, 1, 11, 11, 189.62121576816497,-4, 11,-6,-4, 173.00435891363966, 3, 2, 1, 7, 279.04815707226436, 7, 1,-4,-6,-265.9224621798249,-6,-4, 12, 12,-80.39618918113379, 3,-6,-6, 7, 207.4452795980027,-4,-6,-4, 11, 9.621215768165005, 5, 12, 7, 7
20140116, 322.3849723225638, 7,-6, 7, 3, 97.83039842215598, 2, 7, 12,-6, 272.51316145063316, 7, 1,-6, 2, 189.4623540469721,-4, 11,-6, 12, 174.15264082268266, 3, 5, 11, 11, 284.0741017414278, 7, 2,-6,-6,-264.1766789272207,-6,-4, 3, 3,-80.00468177652428, 3,-6,-6,-6, 207.6662030614538,-4,-6,-4, 11, 9.462354046972088, 5, 12, 7, 7
20140120, 325.37554558273627, 7,-6, 3,-6, 145.77474456019343, 1,-4, 3, 7, 276.58546219155147, 7, 1, 3,-6, 189.25053841872187,-4, 11,-6, 3, 175.61043190213732, 3, 5, 11,-4, 290.70626133722755, 7, 2,-4,-4,-262.16209366130107,-6,-4, 7, 7,-79.49878721664959, 3, 11, 5, 7, 207.9420145982903,-4,-6,-4,-6, 9.250538418721863, 5, 12,-6, 11
20140124, 328.3690492709166, 7,-6,-4, 3, 196.40324894858324,-4, 11,-4,-6, 280.654924887506, 7, 2, 2, 3, 189.0387227904787,-4, 11,-6, 7, 176.97750462045806, 3, 5,-6, 12, 297.05259254183227, 7, 5,-6,-4,-260.6727054069965,-6,-4,-6, 3,-79.01674589041615, 3, 11, 2,-4, 208.1954814972383,-4,-6,-4, 7, 9.038722790478687, 5, 12,-6, 5
20140127, 330.61566257627214,-6,-6, 5, 11, 238.38733965204557, 5, 3, 7, 3, 283.70477816616295, 7, 2, 11, 2, 188.87986106930106,-4, 11,-6,-6, 177.93830255830392, 3, 5, 7, 7, 301.3927294618594, 7, 5, 3,-6,-259.96654093417044,-6,-4, 11, 2,-78.67420593576692, 3, 11, 2, 7, 208.3703503915474,-4,-6,-4, 3, 8.879861069301072, 5, 12,-6, 2
20140130, 332.8631699188454,-6,-6, 11,-4, 283.7661709950663, 7, 2, 11, 2, 286.752419293092, 7, 2, 7,-4, 188.72099934812823,-4, 11,-6,-6, 178.8396309695818, 3, 5, 7,-4, 305.0942282394069, 7, 5, 1, 11,-259.632334766276,-6,-4, 11,-4,-78.35033720373022, 3, 11, 2, 11, 208.53174900946695,-4,-6,-4, 3, 8.720999348128231, 5, 12,-6,-4
20140203, 335.86060700412236,-6, 7, 3, 4, 342.8922261410499,-6, 7, 11, 11, 290.8120648942314, 7, 2, 4, 4, 188.50918371990352, 4, 11, 11, 2, 179.9419177790617, 3, 5, 7,-6, 308.46140534775134, 7, 11, 11, 2, 259.7581662174915,-6, 4, 11, 1,-77.95092014085232, 3, 11, 1, 3, 208.7253959552067, 4,-6, 4, 12, 8.509183719903522, 5, 12,-6, 4
20140206, 338.10876785718074,-6, 7, 12, 3, 22.529643898257554, 5, 4, 7, 12, 293.85357756880006, 7, 5, 5, 12, 188.35032199873976, 4, 11, 11, 1, 180.6884618620631, 4, 5, 3, 4, 309.3700987496097, 7, 11,-6, 3, 260.2583281787405,-6, 4,-6,-6,-77.6779191257688, 3, 11, 1,-6, 208.85405673195777, 4,-6, 1, 2, 8.350321998739755, 5, 12,-6, 12
20140210, 341.10570883801535,-6, 7, 2, 5, 71.03718318298966,-3, 11, 7,-3, 297.90419101399357, 7, 5, 7, 7, 188.1385063705283, 4, 11, 11, 4, 181.56832661221821, 4, 5,-3,-6,-308.08326330463507, 7, 11, 11, 4, 261.417620844826,-6, 4,-6, 2,-77.35220433374066,-3, 11, 4, 12, 209.00296694349754, 4,-6, 1, 11, 8.138506370528319, 5, 12,-6,-3
20140214, 344.1011600460961,-6, 7, 11, 12, 118.6153925325007, 2,-3, 7, 12, 301.94891323474747, 7, 5, 12, 4, 187.92669074232387, 4, 11, 11, 12, 182.30578766769477, 4, 5, 12, 11,-304.41266163542866, 7, 5, 4, 7, 263.07703183998797,-6, 4, 7, 1,-77.07298317303449,-3, 11, 4,-3, 209.12547778703384, 4,-6, 1, 7, 7.926690742323871, 5, 12,-6, 7
20140217, 346.34627923649964,-6, 7,-6, 5, 155.13208911942303,-3, 1,-3,-3, 304.97829289400033, 7, 5, 1, 5, 187.7678290211757, 4, 11, 11,-3, 182.7583975018047, 4, 5, 4, 4,-300.99734936126515, 7, 5,-3, 5, 264.60889276882745,-6, 4,-3, 4,-76.89554532009664,-3, 11, 4, 7, 209.19974835191778, 4,-6, 1, 7, 7.767829021175686, 5, 12,-6,-6
20140220, 348.58979212013026,-6,-3, 12, 12, 193.07714623382978, 4, 11,-3, 4, 308.0038891443314, 7, 11, 11, 4, 187.60896730003162, 4, 11, 11,-3, 183.11931210420394, 4, 5, 4, 1,-297.8761769426934, 7, 5,-6, 11, 266.35715682217847,-6, 4, 12,-6,-76.74640978414017,-3, 11, 4, 7, 209.25874738878434, 4,-6, 1,-3, 7.608967300031594, 5, 12,-6,-6
20140224, 351.5781794023147,-6,-3, 1, 1, 247.7129174377747,-6, 12,-6,-6, 312.03182016008304, 7, 11, 7, 11, 187.39715167184602, 4, 11, 11, 7, 183.4493269863269, 4, 5, 4, 5,-295.08000536065356, 7, 5, 11,-3, 268.9829187417769,-6, 1, 5, 12,-76.59260542684414,-3, 11, 4,-6, 209.3134678006449, 4,-6, 1, 12, 7.397151671846014, 5, 12, 11, 2
20140227, 353.8169636397354,-6,-3, 5,-3, 292.11743276064055, 7, 2, 4, 7, 315.04790382497055, 7, 11, 12, 7, 187.23828995071133, 4, 11, 11, 7, 183.57726653052933, 4, 5, 4, 11,-294.24486405987653, 7, 5, 11, 11, 271.1453370726497, 7, 1, 11, 5,-76.5115539610038,-3, 11, 4,-6, 209.33646931006624, 4,-6, 1, 4, 7.238289950711337, 5, 12, 11, 1
20140303, 356.97898177715155,-6, 3,-6, 12, 354.20876037932334,-6, 3, 11, 11, 319.3057073350321,-7, 11,-5, 11, 187.01363300007813, 4, 11, 11,-6,-183.57403219698543, 4,-5, 4, 11, 294.78122387916466,-7,-5, 11,-7, 274.445954107742,-7, 1,-7,-5,-76.44757103162907, 3, 11, 4,-6,-209.34259064774022, 4,-6, 1, 4, 7.013633000078091,-5, 12, 11, 4
20140306, 359.2120050823641, 6, 3,-7, 2, 33.84728084404087, 4, 1,-7, 4, 322.3110797856668,-7, 6,-7, 3, 186.85477127895348, 4, 11, 11, 11,-183.43656962096492, 4,-5, 4,-5, 296.1677943318532,-7,-5, 6, 6, 276.92933636426045,-7, 1, 3,-7, 76.43818391768573, 3, 11, 4, 6,-209.3283187777015, 4, 6, 1, 12, 6.854771278953503,-5, 12, 11, 4
20140310, 2.1855953742713865,-5, 12, 4, 6, 82.35953430642579, 3, 6,-7, 3, 326.3109875366543,-7, 6, 12, 6, 186.64295565079416, 4,-5, 2, 1,-183.0741734903581, 4,-5, 4, 1, 299.02365015829906,-7,-5,-7, 1, 280.40625279337956,-7, 2, 2, 6, 76.47164483620358, 3, 11, 4, 6,-209.28554240724492, 4, 6, 1, 3, 6.642955650794171,-5, 12, 11, 3
20140313, 4.4130840562892715,-5, 12, 2, 3, 118.07516075623346, 2, 3,-7,-7, 329.3053423165227,-7, 6, 1, 12, 186.48409392967923, 4,-5, 2, 4,-182.66666311826995, 4,-5, 12, 3, 301.76438814829146,-7,-5, 3,-7, 283.1229713295765,-7, 2, 11, 12, 76.53088989297589, 3, 11, 4, 6,-209.23588229848949, 4, 6, 1, 3, 6.484093929679226,-5, 12, 11, 3
20140317, 7.37984044836875,-5, 12, 11, 2, 167.43811666371323, 3, 2,-7, 11, 333.29021454560234, 6, 6, 11,-5, 186.27227830153254, 4,-5, 2, 3,-181.9439237654293, 4,-5, 12, 4, 306.04761543124175,-7,-5, 2,-7, 286.8714472403665,-7, 2,-7, 1, 76.6547030875027, 3, 11, 4,-7,-209.14669811881708, 4, 6, 1,-7, 6.272278301532538,-5, 12, 11,-7
20140320, 9.602884270698237,-5, 12,-7,-7, 206.43457906982312, 4, 6, 12,-7, 336.2730761612054, 6,-7, 3, 2, 186.1134165804276, 4,-5, 2,-7,-181.27136941788518, 4,-5, 3, 11, 309.65029180466547,-7, 11, 6, 4, 289.7662318147567,-7, 2, 12, 4, 76.78056035449464, 3, 11, 4,-7,-209.06298762655825, 4, 6, 1, 6, 6.113416580427572,-5, 12, 11, 6
20140324, 12.565051275998503,-5, 12, 3, 11, 261.5773874092095, 6, 4, 6,-5, 340.2423980510924, 6,-7, 4, 12, 185.90160095229416, 4,-5, 2, 6,-180.2116837702563, 3,-5, 3, 3, 314.89277348359263,-7, 11, 12, 6, 293.7230593932194,-7,-5,-5, 3, 76.99129879786764, 3, 11, 4,-7,-208.92966977569498, 4, 6, 1, 11, 5.901600952294153,-5, 12, 11, 6
